,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125
sample_766,0,3.351331506,3.512277462,7.927849058,9.277998691,0,7.540321806,0.755571284,0,0,0,1.023184369,1.443977886,0,0.426640478,0,0,0,0,10.03327157,3.627233276,4.917002034,6.40890543,0,0,0,0,9.201633861,0.426640478,4.098166869,7.420819221,1.443977886,7.26294987,1.248899107,12.68039909,7.769216343,0,1.023184369,9.399130496,0,8.793021237,0,0,0.755571284,1.615840003,6.940483921,9.578021646,10.56499732,11.38086687,0,8.999148784,9.705991721,12.05493664,9.617744774,7.905910432,6.542736289,10.82190948,8.713644269,10.38252676,3.705436098,6.296292204,1.023184369,4.799258305,1.615840003,9.889897856,10.87733782,8.161363704,1.615840003,8.801947576,4.834488748,8.540449678,5.354762445,3.263575315,9.902427877,1.023184369,9.34671317,4.649052066,0,8.329442067,9.866180081,9.232500075,6.005015907,9.380627728,1.443977886,0,1.443977886,11.02450253,6.280666855,11.44975738,9.772784672,9.948882596,4.608921579,4.983171477,7.778287439,1.443977886,6.060300352,8.786289234,2.77620929,9.73541217,8.789657532,11.29593535,10.83229668,10.83773042,9.947373942,10.34598177,5.649983271,1.443977886,2.258699816,1.615840003,8.710090073,9.960888135,9.1048608,11.37265288,9.086712126,6.432090857,10.25830691,9.52711531,3.705436098,13.35882974,8.628390857,9.55510483,8.025062026,8.323581738,6.254892558,10.14017792,9.745281037
sample_767,0,4.672504547,5.151838527,7.273012276,9.688171615,0,7.402969403,0,0,0,0.6388616,0.6388616,2.292693418,0,1.08011186,0,0,0,0,8.577647859,3.309409049,0,6.74694421,0,0,0.6388616,5.239123042,9.564128526,1.417542007,4.867649406,6.638178125,2.448055168,6.682587342,0,12.75124905,8.550038729,1.920483868,1.08011186,9.588343609,0.6388616,11.01235916,0,0,0,2.716112942,5.151388014,9.899835728,8.797697188,11.32837761,1.08011186,8.560722596,9.004318797,11.85662783,8.878474,7.806330503,6.896102281,10.407374,5.128594481,7.477021555,4.433814084,6.617946386,0,0.6388616,2.942082805,8.937041248,12.16825529,9.70944918,2.588300879,8.819208328,4.958081696,8.271827157,6.084327941,4.100641316,9.130138076,2.588300879,7.869556831,4.764675238,3.137405155,6.855454067,8.928817394,9.53733684,6.643734998,9.506728079,0,0,1.920483868,10.99474235,3.309409049,12.41234226,8.856101781,9.213731236,2.118559071,4.470530358,4.850759425,2.716112942,7.018934556,8.279605938,2.588300879,10.78982704,9.099694962,10.82835073,11.00103516,10.1049656,9.845835002,9.7132834,4.850759425,2.118559071,4.003764126,0.6388616,9.626466516,9.948640266,0.6388616,10.50794326,8.692835158,7.560286973,10.63063117,7.037404187,1.417542007,13.4004392,9.398946724,9.612160795,8.806701053,7.698253211,6.701327257,10.84276675,10.11079648
sample_768,0,4.054683539,2.722553458,6.479563641,10.23480546,0,7.035667894,0.974162168,0,0,0,0.71633248,3.792824125,0.402176425,0,0,0,0,2.692739629,10.05682735,4.452661322,5.336929599,7.768230649,0,0,1.382667253,1.961030572,8.073852359,5.6492763,7.217221021,0,0.71633248,7.463859465,1.192825404,13.72488684,7.363162314,1.382667253,0.402176425,9.566269094,0.71633248,9.675231976,0,0,0,0,6.118478091,10.89961371,9.93797255,10.41681863,0,8.390800937,9.455682712,10.73111534,10.42459672,8.781877679,9.523424737,10.41410381,4.791475493,12.0591822,5.963587408,7.74619182,6.144937579,2.459667677,3.889872613,10.17063866,9.378344715,10.91194619,4.574458806,9.324383095,7.818409619,7.060209548,7.487261232,7.323171883,8.98409086,0,6.233899561,5.640004829,3.576606786,8.43257113,8.794467854,9.312032059,6.937862238,8.426398953,9.434390539,2.692739629,7.85091816,10.45167476,2.692739629,9.228672009,7.186569886,12.24598343,1.382667253,5.798403107,6.252269938,6.567965199,8.075570067,7.487261232,3.576606786,11.93426216,8.8648021,10.99269055,10.49635449,10.27128793,9.935605601,9.274329228,6.667139934,1.192825404,0.974162168,0,9.743915467,9.270577997,2.459667677,10.29952858,9.499915629,7.567697546,10.62321393,9.041552383,3.889872613,12.37819188,10.21034259,10.66723575,9.723212112,6.346476502,7.214950465,10.73621587,10.91914638
sample_769,0,3.028056339,2.514551532,6.301622397,9.497151271,0,6.617020721,0.700262145,0,0,0,0.953972908,3.087072412,0.392207499,0,0,0,0,1.1696685,8.644757593,3.417447491,6.477313046,6.994613664,0,0,0.392207499,0.953972908,8.746903914,5.118505085,7.037239439,0,0.953972908,6.316006318,0.700262145,14.21192631,8.581456703,1.807025126,0,9.151359091,0,9.342596967,1.930396727,0,0,8.154686489,6.05076505,10.84704951,10.11597999,10.95042467,0,8.478987979,8.918785735,10.98952223,9.798193118,8.341349804,8.605957251,9.717654149,4.785670858,10.57124069,7.519188044,6.511355759,6.016364828,1.67210848,2.794020696,10.22534001,10.16626353,10.05965541,6.037103233,8.190609922,8.802471129,8.061598009,10.865045,9.807910317,9.234518086,2.794020696,7.543550014,6.199228672,5.432100882,7.547843086,9.074861292,8.642503029,6.735657559,8.307606119,6.110691053,0.392207499,0.392207499,10.01024835,3.614297587,7.176970962,7.847389394,9.133815227,1.52326084,3.614297587,5.523119671,8.106442547,9.98111057,8.042917881,5.988241586,11.22030577,9.23899937,10.57124069,10.37783954,9.786635565,9.849053181,9.843176749,7.652844973,2.507414099,1.52326084,0.392207499,9.482735366,7.670649168,1.357270476,10.2091609,9.33633472,8.016657883,10.63838161,8.998494529,2.794020696,12.03219729,9.33354449,10.29273574,9.882383219,7.628000724,7.793564295,10.5787878,10.65608516
sample_770,0,2.706994616,3.574585959,6.090421573,9.557618781,0,7.162451755,0.467175123,0,0,0.467175123,2.151111954,2.667596973,0.467175123,0.819504696,0,0,0,7.329545218,10.4415644,3.549361133,5.757591356,8.447050155,0,0,0,4.330594252,9.36441047,2.831573271,6.910816593,0,0,6.940401698,2.482564362,13.11722426,8.049097064,1.542010356,0,9.323665046,1.720059527,9.602311002,0.467175123,0,0,0,5.913449544,10.74235155,9.414585882,11.12977886,0,8.974655497,9.115639338,11.32348266,10.03872698,8.265343124,6.109962253,9.697077028,5.192355946,10.01652975,1.720059527,7.468013034,2.270259814,0.467175123,4.692460676,9.617792517,10.14682321,12.04724663,5.759019975,7.091414228,6.180118017,7.597933357,4.734514538,4.96395032,9.130480472,1.102456577,4.891453212,4.4615613,0.467175123,9.43033755,8.93693528,9.908162912,6.729240053,8.979090743,8.418312248,2.751913556,2.978817978,10.89094822,4.96395032,8.594208885,10.78267885,11.79101633,0.467175123,4.626988074,3.595730406,2.978817978,6.849749117,9.549544038,2.751913556,11.41986013,9.072226413,10.66426949,11.19476916,10.42761665,10.35491051,8.608413778,5.728127317,2.751913556,2.751913556,0,8.585616074,10.68686816,0.467175123,9.889671267,8.141867014,7.107510032,10.24646747,8.040744516,5.032982417,13.53881943,9.570011259,10.60209568,9.688411183,5.738500346,7.503801892,10.3317903,10.10635355
sample_771,0,3.683426976,4.15855516,5.976766874,10.27254814,0,6.695659817,0.699640466,0,0,0,0.699640466,2.975373391,0.39176772,0.39176772,0,0,0,0,7.807985963,3.283432891,1.694746501,9.826144858,0,0,0.39176772,5.036793426,8.94927812,4.324349789,7.168591897,0,0.39176772,6.99047842,0,12.63623263,10.33417271,0.39176772,0,8.855211099,0.699640466,9.340163888,0,0,0,1.168706211,5.333251974,10.36998986,9.659699833,10.63409406,0.39176772,8.939969953,8.725096952,12.22100098,10.00194295,7.294740203,9.156737894,10.59300822,5.322043506,8.619178216,1.356200164,6.557256904,7.328737749,6.960720204,4.346644922,9.142454284,9.7376969,13.13892771,9.023818102,7.389067702,2.24619524,9.601785642,4.132362972,2.24619524,9.10698947,0.39176772,4.368600747,3.575421255,0,8.614260772,8.496166711,9.584299235,9.08306175,9.122419065,0.699640466,0.39176772,0.39176772,11.31235546,1.168706211,13.10074774,8.350687295,9.996671201,3.137601886,7.209102397,8.585593542,0,6.02159743,10.4909812,1.670930955,11.10502455,8.946543728,10.03062576,11.15780165,10.09912422,10.18167407,7.274531908,4.571549401,1.929109248,0.39176772,0,8.314379315,10.90168903,0,10.57630483,8.187332276,9.175542066,11.03767049,9.779785005,2.583133929,11.8941167,9.02985867,9.251364055,10.06129018,7.829919309,8.013579502,10.76095276,8.92633158
sample_772,0,2.5668882,2.370582797,6.4592939,9.874400465,0,7.332430466,0,0,0,0,0.722291142,2.705557745,0,0,0,0,0,2.554171331,9.259180668,3.468778791,0,7.036492344,0,0,0.405883473,1.201320198,8.851792759,5.344690043,6.535647085,0,0,5.724502939,0.405883473,14.59613733,9.193451437,0.722291142,0,8.804353702,0,9.840038294,0.981633493,0,0,3.965313312,5.173435293,10.54732836,10.33767765,11.11018965,0,8.45090193,8.775764994,10.57524614,9.45153053,8.310335576,9.356773267,10.04515898,6.333121352,10.41695582,6.686696608,6.668104938,8.537975471,1.391987626,2.385016807,10.54948628,10.03669564,10.19781871,5.894320615,8.338121296,8.684155995,8.502227157,9.726778436,9.165972217,8.88091506,1.560372579,8.401869349,5.093323539,7.036492344,7.570637489,8.804353702,9.088019657,5.675731263,7.44160797,9.83696556,3.702746186,3.839989811,10.11951181,2.631849308,8.592419661,7.470967917,9.605068319,2.472071799,3.026357447,6.57314727,7.349772181,9.054031739,7.821110668,6.072037181,11.10445461,8.898701141,11.20655654,11.10976537,10.8282079,9.798534983,9.184619998,6.612000039,1.201320198,0,0.722291142,8.819993826,9.633080593,1.972325042,9.84514188,9.41697904,7.438916576,10.3043285,8.330863112,4.402101368,12.2778424,9.595406686,9.363192984,10.2422214,6.94435482,7.383851146,10.48324141,10.6271417
sample_773,0,3.280006078,3.607425011,5.659804709,10.06486399,0,7.436253471,0.657091174,0,0,3.580205797,1.288181352,1.594070757,0.657091174,0.365580566,0,0,0,0.365580566,9.790553767,3.227217372,6.215676655,7.35724408,0,0,0,3.087344026,9.14329392,2.985937544,7.098537464,0.899407681,0,6.246092606,0.657091174,13.87761006,8.732289553,0.657091174,0.657091174,9.44619005,1.106817303,10.53175183,0,0,0,4.72149297,5.233853557,10.41925445,9.551421809,11.60645148,0.657091174,8.036761563,8.551127607,11.67410397,9.692878737,7.513435475,7.968637997,10.53847996,8.798121818,7.720962434,3.354720137,6.857209693,1.95765463,4.783241858,5.165932032,10.17261502,9.349356431,12.47430421,4.913214953,7.520257225,6.208942483,8.256798386,6.07955305,4.954061342,9.849026588,0.365580566,5.896080478,5.130733227,0.657091174,9.034025834,8.092720148,9.284106911,7.273068242,9.11129741,2.758878776,1.106817303,0,10.29160816,3.744451759,9.734994067,9.94164188,9.44619005,4.050971781,6.883914017,8.047821909,5.669565407,7.726865268,10.26141328,4.967422256,10.02787836,8.864046822,9.931025552,10.93815344,10.2829494,10.02508418,11.9497246,5.266651633,2.332879758,0.899407681,0.899407681,8.720500791,9.984176328,1.725741157,11.76419154,8.5321416,8.48762301,9.19816507,9.745697851,3.863581696,13.34147713,9.342321394,9.797585337,9.004352508,7.002241198,8.596983579,10.71007457,10.11974523
sample_774,0,2.542852342,2.020235488,5.083098459,10.3284281,0,4.852847819,0,0,0,0.933346019,0.382058509,1.898827485,0,0,0,0,0,8.02044664,9.580714579,2.820607877,0,10.89095581,0,0,1.495388174,0.382058509,9.275160736,2.305095011,3.930898154,5.620976355,0.683920981,7.168792442,1.495388174,13.38458141,9.10367335,1.145938258,0.683920981,9.812924938,3.378525495,9.216806474,0,0,0,4.239588983,6.637339266,10.30094736,9.573844077,11.58941708,0.933346019,9.692247589,10.48740796,11.93046015,10.44880805,8.133810091,7.431514319,11.48324645,3.611113349,9.218275032,1.145938258,4.11963838,9.938606316,4.49372418,4.759033295,11.37424073,8.038864133,9.352818101,2.390997784,10.29015712,4.790985716,6.606245295,8.306795386,2.305095011,9.699121269,0.382058509,11.44059929,5.987891555,11.31864448,10.76270592,9.297581207,9.933246567,7.824328716,8.604115814,2.011602978,0.382058509,2.69110978,10.71579043,11.77324637,10.09317985,9.015130667,9.392414029,10.2262195,8.777623546,12.76514311,0.683920981,7.816273297,10.2122775,3.049195106,10.17870219,11.13262182,10.78510912,11.53546494,11.12656897,10.6940357,11.34898259,9.90386528,1.776440929,1.898827485,2.213720545,10.03390474,9.393064339,0.382058509,10.65604045,8.135365563,7.843192455,11.41150569,11.38279692,3.95930649,11.65694768,8.758559693,11.05620416,8.473600232,9.606197909,7.79476675,10.34039536,8.967863152
sample_775,0,1.584337197,2.610629201,6.813537515,9.368515192,0,7.574790288,0.530170648,0,0,0,0.917087988,2.759986689,1.221815228,0,0,0,0,0,8.447959325,3.304949041,3.438598926,8.535182046,0,0,0,0.530170648,9.585045153,6.88033044,8.285305111,0,0,5.951179788,1.221815228,13.92072502,9.070204149,0.530170648,0,9.702751033,0,9.487548652,0,0,0,0,3.429120476,10.39386234,9.762252464,11.38280233,0,9.381919257,8.649694489,11.02055637,9.765937465,7.574790288,7.608018204,9.949514506,5.043462625,11.39451093,3.169075164,5.733977927,8.122015199,0.530170648,2.759986689,8.8280603,10.44209338,10.14723037,3.968726688,7.99465326,6.265838172,9.613135638,6.964826017,6.098253209,8.991822258,1.221815228,7.733754281,5.340889793,1.221815228,8.302963294,8.760224274,9.965625579,7.463238258,8.981718536,9.557247329,2.759986689,0.917087988,10.19448602,2.937758684,9.420871842,6.874883014,11.02086885,0.530170648,3.48740917,4.536512997,7.751704722,6.257485905,9.385860244,5.97123544,10.57740994,9.120574856,9.742939267,10.69880015,10.25864847,10.55501086,10.30244472,5.929790998,1.221815228,2.038787331,0,9.437600202,8.728849061,4.642932569,10.89596146,8.876581406,8.294009542,10.19393187,8.431351342,4.086554506,11.16290109,9.347029997,10.0184784,9.219553349,7.138599474,8.687484166,10.23218106,9.866146073
sample_776,0,0,2.316406447,6.510694553,9.932384558,0,6.44273288,0,0,0,0.844947998,1.374288339,3.504658525,0,0,0,0,0,0.844947998,10.00572278,2.0651242,3.286585483,9.377238733,0,0,0.844947998,7.743999591,8.87636039,5.826103535,5.930361242,0,0,6.690822133,0,14.84594082,8.025438593,1.760646771,0,9.293683152,0,10.60357071,0,0,0,4.541824557,5.322386078,9.663047467,9.477319119,11.64710311,0.844947998,8.275589113,8.640566704,12.33877537,9.709061405,7.901210841,8.834199235,10.39589824,6.79276427,7.407607682,2.316406447,6.429733116,4.329719213,8.893368279,0.844947998,10.72797149,8.793359453,12.77891285,3.029558897,7.25052582,5.13896597,8.319541166,7.116229581,4.080964587,8.959465892,1.760646771,5.459221757,3.399731653,0,8.540837101,8.643441355,9.671523376,9.335283154,8.688683927,0.844947998,0,2.716595882,10.74347121,3.399731653,10.9915431,9.803349753,8.697012718,4.966005866,4.966005866,7.427757004,0,7.791429909,8.912566041,4.966005866,10.07017463,9.218551128,10.86853707,10.51056639,11.1343108,9.789139091,10.05838415,7.661300683,2.530345468,0.844947998,0,9.304622835,9.888219644,4.210692771,10.3640033,9.387565026,7.573571453,10.3206539,8.578821753,1.374288339,12.26134276,8.919697613,9.781328564,9.945258001,8.03860628,8.396549127,10.65550389,9.655945673
sample_777,0,0.792022388,2.542010356,6.286147419,9.183747022,0,9.758661288,0.548929769,0,0,4.180251316,0.945532795,1.917508137,0.548929769,0,0,0,0,8.996368973,8.008299754,3.422515591,4.420327439,10.35866219,0,0,0.945532795,0.945532795,10.149963,7.522518761,5.377908062,6.166556788,0,6.550365094,0,14.8485447,11.83203553,7.07461247,0,10.19224349,4.478706532,8.652421959,0.548929769,0,0,0,6.390064029,8.869313142,8.702979538,11.78946436,1.728921827,9.436811466,9.74471613,10.57244444,9.678607181,7.303251054,8.921210178,10.41209346,7.966188183,8.27299362,4.386555763,6.81422996,3.896136196,0,5.000811288,10.97245573,12.14723991,10.8007705,2.811142174,10.01831147,1.917508137,7.97417938,5.591601632,2.811142174,7.843607046,0,9.689973519,3.803506041,0,10.47268069,8.45149138,9.139431123,6.370582797,8.806556066,0.548929769,0,0,10.05583825,7.787275732,11.87818889,9.665508249,9.146520309,5.967468369,7.059668929,8.575724535,2.369215194,7.990024521,9.549081917,2.369215194,9.240059068,10.14524438,9.985770796,10.15583017,9.673710112,10.5711269,10.91448231,6.729158463,2.712705822,5.101515615,4.417515003,10.09238717,9.137060298,2.493006791,10.70359217,8.393085797,8.076692696,10.64473056,9.225629216,6.080348542,10.03688791,8.177025795,9.950423213,7.73806523,9.283576888,8.762634509,10.07993805,10.52427725
sample_778,0,3.834731438,1.89437155,6.314852386,10.96436975,0,7.437052919,0,0,0,1.127038912,1.985609721,4.135690819,0,0,0,0,0,0.670930955,9.417120436,2.661886385,0,9.039365991,0,0,0,9.768066853,9.514930984,4.590398421,4.815780343,0,0,7.221277767,0,15.37704103,10.2790998,0,0,9.941396864,0,10.52674374,0,0,0,4.659622063,5.595900443,11.19973368,9.301402451,10.94022549,0,8.959225333,10.29074462,12.12354593,10.93631403,8.476705707,6.206021912,9.899977677,6.047174092,8.915706126,2.661886385,7.482662773,0.670930955,6.158981232,2.186627327,8.962653126,7.900933207,7.437052919,1.473111505,6.818901676,4.659622063,8.007672059,4.360237842,4.22974172,9.964664319,0,4.035069597,2.520170776,0,9.894819279,8.966107412,10.34166336,8.348033192,9.617445425,2.520170776,0,0,10.88889542,10.77554444,9.551815907,10.07171709,9.662410252,5.46665322,6.194404262,7.37665504,0.670930955,5.981099151,10.59570505,3.388616633,10.14446706,9.274068264,10.33373678,11.26574396,11.01601431,10.61543653,7.781785901,6.93515326,1.473111505,2.363030867,3.388616633,10.00263221,10.61435097,1.752020639,12.4682371,8.607285922,8.273637104,10.34297468,9.109083654,4.517685134,12.0406185,8.560539192,10.85379297,8.616019452,6.833965307,8.745049049,10.65502082,10.02493187
sample_779,0,3.482254565,3.064951812,6.699287877,10.13418243,0,5.946555424,0,0,0,1.299830762,0.791605725,2.775682702,0,0,0,0,0,1.674912553,8.890823612,2.218781168,4.484711743,7.165349218,0,0,0,10.1948184,9.412688391,2.612824276,6.166580889,0,0,7.304675307,3.2886391,13.48809118,9.301763675,1.299830762,0,10.0767488,0,9.480689239,0,0,0,2.775682702,6.239577527,10.65800613,9.247274831,11.12317084,0,9.174311533,8.784824575,11.78166298,9.680261055,7.291879783,8.606919642,10.60074921,6.660295457,7.165349218,1.674912553,6.181042901,6.239577527,8.307378431,1.674912553,10.95697141,9.152239203,11.54382934,5.664130088,5.840123292,6.864148993,10.13699111,6.41048188,5.578443645,8.780034449,0,3.489786961,4.918376693,1.674912553,7.390959964,9.131707797,9.010164414,6.147518365,9.240316715,3.054831116,0.791605725,2.218781168,11.98915675,11.80248001,12.51179712,9.689231008,8.218122429,5.802829104,6.334110568,8.437793678,0.791605725,8.134277422,8.979153637,4.154850506,9.938496052,8.955981123,10.49364533,11.15126395,10.33532335,10.31972856,10.16021179,6.977279924,2.218781168,1.674912553,0,9.281570757,9.3200288,0.791605725,9.945999737,8.649561573,7.457036069,10.23036875,8.652185304,1.299830762,13.21508398,8.767992394,11.16050805,9.085865445,6.934811332,7.867006857,10.86852936,9.044522535
sample_780,0,1.693944087,2.605138713,6.487568348,9.533066869,0,7.762986565,0,0,0,0.644410078,1.088209455,1.701460341,3.742803893,0,0,0,0,0,9.975317784,3.15103075,0,8.519600873,0,0,0,1.931796502,7.961802728,3.548214655,5.487441329,0,3.680808175,7.454159439,0,12.60726789,7.625774585,1.427177055,0,9.72574286,0,10.09304776,0,0,0,1.427177055,5.936583763,10.43450313,9.9176943,10.93365378,0.644410078,8.328122873,8.70036342,10.94235322,9.697648735,7.997207713,10.94028423,10.35238557,6.990115312,8.104399567,0,6.191248764,3.056548848,4.865582344,9.310633229,10.40782009,10.86126529,13.57330399,10.25469796,6.051269856,3.548214655,11.10608523,2.601125981,2.130403762,9.758936056,1.931796502,3.239688262,2.729139425,0,9.717777511,8.318004947,9.792299011,10.00774213,9.409505499,1.088209455,1.701460341,0,10.90809985,1.931796502,12.39819857,6.518113347,9.05672441,6.806362728,7.736571053,9.421402152,0,6.436055206,9.258533058,2.460611523,10.98185265,9.805975974,10.29470115,10.55657311,10.31525148,10.24536255,11.02380979,3.742803893,1.701460341,0,0,8.838081956,9.489657328,2.304919845,10.74253681,8.781979284,8.06247254,9.519848514,8.97513719,0.644410078,11.66341578,7.905320811,9.440233827,8.402052749,6.368839923,9.40232141,10.13024878,10.30436273
sample_781,0,1.499527024,3.213253951,6.873948506,9.091654881,0,4.812056621,0,0,0,0,0,2.702679704,0,0,0,0,0,9.950042588,10.3024333,0.939903564,4.448425259,7.345449603,0,0,0.545177635,0,8.996292699,4.554564295,4.925396588,8.721321388,0,8.150747515,0,14.66734443,10.02317217,2.979586391,0,8.761561205,2.893070924,9.71646453,0,0,0,0.545177635,6.058797025,9.169646955,9.968018731,10.80607428,1.249445341,8.215139815,8.707124416,11.03484022,10.62282056,7.996524332,7.726299915,9.789393444,5.912498978,9.185660927,1.908851328,6.028673019,5.355731653,0.939903564,2.224472524,11.98452527,10.43130955,9.855242251,1.504213584,8.784278217,4.406250933,6.685617832,6.991782585,4.093492569,9.294106065,0.545177635,10.09336474,7.760307452,2.075258784,10.35850835,9.255606949,8.8036791,5.577945387,7.574707046,1.504213584,0,0,11.22007597,8.718176653,12.880653,11.24676435,8.681537112,6.889339683,7.222205632,10.03204573,0,9.034691685,8.548089781,4.309336284,11.08204922,9.825617108,10.4046839,10.00587714,9.586357558,10.00070427,10.35193304,7.629261895,3.211822119,2.702679704,0,9.276054596,8.80664306,2.801013758,10.6383273,9.019454514,7.811156306,10.41345869,9.015618549,3.281609238,11.72068461,7.970347518,10.13225551,8.632304573,8.785779388,7.880434525,10.56445439,10.49191321
sample_782,0,3.031942103,2.575554373,6.40307851,10.48502423,0,7.549723071,0,0,0,1.400865778,0.727876901,2.20451637,1.857941196,0,0,0,0,4.14842167,8.113434844,4.621993232,0,9.391585155,0,0,0,4.785393615,8.2252219,3.978653265,7.466227404,0,0.409363779,6.879362693,1.56983131,14.24428206,7.971658505,0.409363779,0,9.572815789,0,8.991283739,0,0,0,1.400865778,5.659487917,10.6261927,9.882629295,10.18872483,0.727876901,8.228126031,8.362430437,10.6425662,9.221222172,7.654464184,8.080588383,10.063813,5.080124654,8.753153222,3.564097651,5.888331687,9.005166968,5.818919566,4.480730433,9.694350922,9.132918661,9.210077099,2.097981535,8.588302378,7.293269312,7.275044307,7.542126468,5.916192377,9.162131973,1.857941196,7.786818499,5.947210275,0,8.423569768,8.794253392,8.946891657,6.600966963,8.314166292,3.252612454,0,0,10.19519994,4.852468336,9.380264075,8.206110827,10.63067666,0.988630159,2.980080155,4.094016439,7.110091752,8.410523431,7.718793137,6.18047014,10.28860081,8.50084188,11.28916588,10.40000416,10.80192657,9.508630685,9.540761561,7.606686506,2.20451637,1.982947955,0.409363779,9.889631724,9.385228252,2.20451637,9.98894026,9.826909116,8.52160044,10.83986513,8.595660298,6.140768433,11.61354547,8.696091214,9.826388002,10.50600999,7.705245313,7.882196723,11.01956293,10.51897765
sample_783,0,2.060704577,3.719829606,6.427136818,10.43218692,0,8.353759951,0,0,0,0,0.713255902,3.785529628,0,0,0,0,0,0,5.613578799,0,0,9.077053355,0,0,0,3.64510214,11.49855505,6.130615863,5.95287401,0,0,7.747924416,2.886530638,11.62308129,8.597125154,0,0,10.23270872,1.831066511,10.67328257,0,0,0.713255902,0,7.647602329,10.39908562,10.44943757,12.53405479,0,9.153564698,10.95004551,12.14443519,8.935368398,8.224011324,8.965209978,10.66989487,6.405532938,10.3777528,2.612564818,6.154773562,0,0.713255902,1.545227068,5.555914294,11.32960576,9.462943909,1.188400925,7.745432314,1.831066511,7.841073669,4.547332602,1.188400925,8.167372983,0,4.423820168,1.831066511,0,11.035129,8.71378172,10.41944409,6.487811099,7.487172784,11.90322661,6.049365029,0,10.40454554,1.545227068,6.437816977,14.13816779,9.706551273,2.453227826,3.116680811,3.913483054,1.831066511,4.288742442,8.20537785,0.713255902,9.641043802,9.796443637,9.901464286,11.24242387,10.22501458,10.88713682,8.438638012,5.367643642,0.713255902,2.069495954,0,10.83252613,11.41554109,0,11.2796396,8.290341458,9.640940805,12.27879499,7.045432049,6.708697663,11.16979976,8.611349459,8.813527896,8.47539298,6.690947811,8.819664991,9.760784805,10.51899732
sample_784,0,2.656015774,1.746957642,6.641060425,10.51916445,0,6.808140462,0,0,3.349266188,0,0.32803219,2.346247774,0.32803219,0,0,0,0,2.548683218,9.288270883,2.780772024,0,7.917437723,0,0,0.595121692,1.929222896,9.281183572,1.340220425,6.896865179,0,0,6.977417316,10.67170028,12.74548946,8.926613264,0.32803219,0,8.540035021,0,10.00400974,0,0.32803219,0,0,6.122660296,9.766287059,10.05302986,10.68697318,0.820403648,9.245806997,9.065771547,12.769592,10.02041052,8.629247321,7.249312595,10.82047417,6.972612247,6.611229933,2.193582525,5.103808134,5.784674102,9.989947912,3.384961567,9.162789085,10.01294572,11.62302183,4.198596302,8.592505625,2.41692079,8.109715756,0,1.929222896,8.646814287,0,5.351518794,3.071093329,0,8.731376738,8.600121051,8.747091955,8.405486137,8.453369417,3.700406425,0,0,10.36849555,1.721503907,5.369452524,7.509957061,10.69454942,1.340220425,5.084723365,5.709238243,0.32803219,6.768157853,9.11177209,5.413326666,10.29886448,7.741008487,12.75958655,11.54504651,11.1471604,11.27662461,8.7843273,3.026587622,2.780772024,1.186880831,0,9.698748069,10.54750188,0.32803219,10.79457832,7.650412744,5.651783619,9.670550035,8.27817065,3.196921734,10.52842481,8.458615773,8.624590778,9.319161782,7.244458981,7.713194028,10.83795112,9.768822808
